SHA	AuthorDate	Type	Scope	Subject	Systems	Trees	Files
df065179d	2025-04-29	other		[GEN][ZH] Change _INTERNAL macro to RTS_INTERNAL (#780)	ZH-01;ZH-02;ZH-03;ZH-04;ZH-08;ZH-15;ZH-17;ZH-18;ZH-19;ZH-20;ZH-24;ZH-25	Core;GeneralsMD	741
02d4ad9f3	2025-04-29	other		[GEN][ZH] Change _DEBUG macro to RTS_DEBUG (#780)	ZH-01;ZH-02;ZH-03;ZH-08;ZH-15;ZH-18;ZH-19;ZH-20;ZH-24;ZH-25	Core;GeneralsMD	490
dd2890c6e	2025-04-29	other		[CORE] Unify remaining WWMath (#745)		Core;GeneralsMD	16
7735f6f75	2025-04-29	other		[GEN][ZH] Fix DEBUG_CRC compile errors (#778)		GeneralsMD	8
82b0957df	2025-04-21	other		[GITHUB] Increment build timeout for FFmpeg (#714)			1
13faf3c8e	2025-04-20	other		[ZH][LINUX][CMAKE] Add option to enable FFmpeg support (#714)		GeneralsMD	4
285dee9fb	2025-04-19	other		[ZH][LINUX] Add FFmpegVideoPlayer as video backend (#714)		GeneralsMD	3
f44428b65	2025-04-19	other		[ZH][LINUX] Add FFmpegFile for AVIO abstraction (#714)		GeneralsMD	3
9bcdbb971	2025-04-29	other		[GEN][ZH] Fix replay header mismatch between builds using 32 bit or 64 bit wide time_t (#765)		GeneralsMD	2
bea27c102	2025-04-28	other		[GEN][ZH] Fix wrong class member set to INVALID_DRAWABLE_ID in ParticleUplinkCannonUpdate::createGroundToOrbitLaser() (#729)		GeneralsMD	2
dc0ff50b5	2025-04-28	other		[CMAKE] Fix feature infos of debug options (#768)			1
3feb3fcd6	2025-04-08	other		[GEN][ZH] Fix uninitialized costSoFar variable in AIPathfind::findGoundPath() (#632)		GeneralsMD	2
8b7b0470e	2025-04-08	other		[ZH] Fix partly uninitialized cellBounds variable in AIPathfind::classifyFence() (#632)		GeneralsMD	1
092a2d225	2025-04-27	other		[GEN][ZH] Fix uninitialized supplyTruck variable in AiPlayer::onUnitProduced() (#653)	ZH-24	GeneralsMD	2
a3ae61d4f	2025-04-20	other		[GEN][ZH] Fix projectileHandleCollision iterator usage in DumbProjectileBehavior to conform to STL (#728)		GeneralsMD	2
700fa4e9b	2025-04-20	other		[GEN][ZH] Fix projectileHandleCollision iterator usage in MissileAIUpdate to conform to STL (#728)		GeneralsMD	2
5005ed360	2025-04-20	other		[GEN][ZH] Fix uninitialized memory read in DockUpdate::loadDockPositions() (#731)		GeneralsMD	2
898fab56d	2025-04-20	other		[GEN][ZH] Fix drawable assignment in StealthUpdate::changeVisualDisguise() (#730)		GeneralsMD	2
bc7afb8d6	2025-04-18	other		[CORE] Move W3DView files to Core and setup independent W3DView executables for Generals and Zero Hour (#709)		Core;GeneralsMD	241
d5ffc5289	2025-04-27	other		[CMAKE] Remove vcpkg toolchain from default windows cmake presets and add new cmake presets with vcpkg toolchain (#769)			3
bf30c3ce4	2025-04-26	other		[GEN][ZH] Fix incorrectly initialized bool GhostObject::m_parentGeometryIsSmall (#767)		GeneralsMD	2
6ae9eba14	2025-04-26	other		[GEN][ZH] Reset DrawableID on map load to avoid massive id growth over the lifetime of the game (#657)		GeneralsMD	2
7c1b1ac3f	2025-04-25	other		[ZH] Add range check in removeDrawableFromLookupTable and removeObjectFromLookupTable (#764)		GeneralsMD	2
7620c18f3	2025-04-25	other		Revert "[GEN][ZH] Refactor GameLogic::reset to avoid "vector subscript out of range" debug error (#645)" (#764)		GeneralsMD	2
79630dd77	2025-04-24	other		[CORE] Move Launcher, DatGen tool files to Core (#741)		Core;GeneralsMD	107
9d720754b	2025-04-21	other		[GEN][ZH] Unify code of Launcher, DatGen tool (#741)		GeneralsMD	16
9cc24d7d1	2025-04-22	other		[CORE] Move PATCHGET tool files to Core (#746)		Core;GeneralsMD	46
ff66efce6	2025-04-22	other		[GEN][ZH] Unify code of PATCHGET tool (#746)		GeneralsMD	4
be70d4e85	2025-04-24	other		[CORE] Move DebugWindow tool to Core (#748)		Core;GeneralsMD	30
a4fac78ce	2025-04-24	other		[CMAKE] Move all RTS cmake options into early config-build.cmake to prevent cmake error on first generation (#753)		Core;GeneralsMD	4
1597a1daa	2025-04-23	other		[CORE] Move MapCacheBuilder tool files to Core (#749)		Core;GeneralsMD	12
d4d3abde9	2025-04-22	other		[CORE] Move ImagePacker tool files to Core (#747)		Core;GeneralsMD	38
28f7afd72	2025-04-22	other		[CORE] Fix logging in wwdebugstub (#737)		Core	1
0f097b2a5	2025-04-21	other		[ZH] Cleanup WDump chunk printing (#740)		GeneralsMD	1
c3e681d0c	2025-04-21	other		[CORE] Move Autorun tool files to Core (#739)		Core;GeneralsMD	132
50f7c70dc	2025-04-21	other		[GEN][ZH] Unify the Autorun tool with changes from JFS (#739)		GeneralsMD	12
bfa989107	2025-04-21	other		[CMAKE] Add VCPKG package manager and use for ZLib (#605)		Core	8
0bc50ad96	2025-03-08	other		[GEN][ZH] Fix broken replay list when it contains a replay with an unknown map (#732)		GeneralsMD	2
f3d7b542e	2025-04-21	other		Revert "[ZH] Use hash maps for Object and Drawable lookups in GameClient, GameLogic like Generals does (#676)" (#735)		GeneralsMD	4
1422e6f8c	2025-04-21	other		[ZH][BFME] Support BINORMAL & TANGENT chunks from BFME (#736)		GeneralsMD	4
cbb2b40b3	2025-04-20	other		[ZH][LINUX] Add C++ 17 based filesystem implementation (#693)		GeneralsMD	10
acda56d76	2025-04-20	other		[ZH] Remove unused code in ThumbnailManagerClass (#727)		GeneralsMD	2
a7c55f115	2025-04-20	other		[CORE] Add a stdint adapter (#712)		Core	6
86e72b4d6	2025-04-20	other		[CORE] Move assetcull, mangler, wolSetup tools to Core (#721)	ZH-01	Core;GeneralsMD	154
33f1516cd	2025-04-20	other		[CORE] Move Babylon tool to Core (#720)		Core;GeneralsMD	135
d38b486f8	2025-04-20	other		[CORE] Move buildversionUpdate, textureCompress, timingTest, versionUpdate tools to Core (#707)		Core;GeneralsMD	31
aef94104c	2025-04-19	other		[GEN][ZH] Remove unused granny related code (#708)	ZH-01;ZH-08;ZH-19	GeneralsMD	10
a1537d187	2025-04-19	other		[CORE] Move matchbot tool to Core (#706)		Core;GeneralsMD	121
ebb7afc3f	2025-04-20	other		[GITHUB] Fix core tools compilation on GitHub CI (#717)		Core	2
72610ea98	2025-04-18	other		[CORE][CMAKE] Fix Linux compilation of WWDebug (#699)		Core	3
68c9b5b2a	2025-04-18	other		[CORE] Add compress functionality to the Compress tool (#702)		Core	1
e53e4d266	2025-04-18	other		[CORE][CMAKE] Fix Linux compilation of WWLib (#698)		Core;GeneralsMD	22
df022c9c6	2025-04-17	other		[GEN] Backport various crash and memory fixes from Zero Hour (#692)		GeneralsMD	25
8210b7679	2025-04-17	other		[CMAKE][CORE] Move CRCDiff tool to Core (#684)		Core;GeneralsMD	30
9b9258e02	2025-04-17	other		[CORE] Enable all supported compression types (#697)		Core	2
fc867b8ca	2025-04-17	other		[CMAKE][CORE] Move max2w3d to Core (#696)	ZH-19	Core;GeneralsMD	419
a7f6f0594	2025-04-16	other		[CMAKE] Make W3DView only depend on WWVegas (#691)		Core;GeneralsMD	4
72afa6baf	2025-04-16	other		[CMAKE][CORE] Move WWSaveLoad and most of WWMath to Core (#694)	ZH-19	Core;GeneralsMD	221
c35b05791	2025-04-16	other		[ZH] Remove WW3D2 dependency from WWAudio (#689)		GeneralsMD	13
34107c574	2025-04-15	other		[ZH] Improve CRC Logging Debug Functionality (#544)		GeneralsMD	9
c47c20265	2025-04-15	other		[CMAKE] Make WDump only depend on WWVegas (#682)		Core;GeneralsMD	5
ccf4584cb	2025-04-14	other		[CMAKE][CORE] Move WWLib and WWDebug to Core (#663)		Core;GeneralsMD	309
2eaf1dc4b	2025-04-14	other		[CMAKE][ZH] Fix compile errors and add cmake options for DEBUG_LOGGING, DEBUG_CRASHING, DEBUG_STACKTRACE, DEBUG_PROFILE (#667)	ZH-15;ZH-19;ZH-24	Core;GeneralsMD	74
b0528cf55	2025-04-14	other		[GEN] Backport WWDebug changes to wwdebug, wwmemlog, wwprofile from Zero Hour (#680)		GeneralsMD	10
4fe88de97	2025-04-14	other		[ZH] Use hash maps for Object and Drawable lookups in GameClient, GameLogic like Generals does (#676)		GeneralsMD	4
e5243f1ba	2025-04-14	other		[CMAKE] Add missing source files to WWVegas CMakeLists, remove duplicate pot source files (#678)		GeneralsMD	7
4ee13fcfc	2025-04-13	other		[CMAKE] Sort CMake source files by alphabet (#677)		Core;GeneralsMD	28
adf9c71c2	2025-04-13	other		Fix intrin_compat.h to work for MinGW (#671)			1
93e98fa7a	2025-04-13	other		[CORE] Fix Compress tool build error (#674)		Core	2
278b40a37	2025-04-13	other		[GEN][ZH] Fix COM related compile errors for MinGW (#672)		Core;GeneralsMD	11
8edcde46f	2025-04-13	other		[CMAKE] Split cmake options for build and memory into separate files (#666)			3
5b804ca74	2025-04-13	other		[GEN][ZH] Add underlying types to enum declarations for GCC build (#665)	ZH-02;ZH-03;ZH-04;ZH-08;ZH-15;ZH-18;ZH-19;ZH-24	Core;GeneralsMD	334
06499f06f	2025-04-13	other		[GEN][ZH] Remove superfluous code of W3DGranny, QuickTrig, WSYS_String, DoCompressTest (#664)	ZH-01;ZH-08;ZH-19	GeneralsMD	41
4e45e90a9	2025-04-12	other		[ZH] Remove the unused WWShade library (#596)	ZH-08	GeneralsMD	73
b71b3a92d	2025-04-12	other		[GEN][ZH] Fix compile errors with ALLOW_TEMPORARIES in WWMath (#603)		GeneralsMD	8
0538f1fd0	2025-04-12	other		[GEN] Backport more of WW3D2 from Zero Hour (#660)	ZH-14	GeneralsMD	62
0e0a875b3	2025-04-12	other		[CMAKE][CORE] Move compression library and compress tool to Core (#649)		Core;GeneralsMD	59
be8c6f288	2025-04-12	other		[GEN][ZH] Decouple Compress from CRCDiff (#658)		GeneralsMD	4
92634b663	2025-04-12	other		[GITHUB] Add PR title and commit message validation workflow (#647)			4
b2581142e	2025-04-11	other		[GEN][ZH] Remove duplicate strtrim implementations (#655)		GeneralsMD	12
315c0efe5	2025-04-11	other		[GEN][ZH] Fix incorrect string copy with overlapping memory regions in AsciiString, UnicodeString, strtrim (#615)		GeneralsMD	6
c5f787b1e	2025-04-11	other		[LINUX][ZH] Use C stdio API in RawFile class (#627)		GeneralsMD	2
066957cf1	2025-04-11	other		[GEN][ZH] Delete obsolete code in WW3D2, W3DView (#636)		GeneralsMD	23
145b28fd3	2025-04-11	other		[ZH] Remove obsolete IndexBufferExceptionFunc try-catch blocks for Windows 2000 (#652)	ZH-02;ZH-03;ZH-08;ZH-20	GeneralsMD	21
bbf0830cb	2025-04-11	other		[GEN][ZH] Refactor GameLogic::reset to avoid "vector subscript out of range" debug error (#645)		GeneralsMD	2
b76ba8415	2025-04-11	other		[GEN][ZH] Refactor GameLogic::rebalanceChildSleepyUpdate to avoid "vector subscript out of range" debug error (#644)		GeneralsMD	2
24f057ad4	2025-04-10	other		[GEN][ZH] Correct the most egregious signed / unsigned mismatch warnings (#643)		GeneralsMD	6
834f65460	2025-04-09	other		[GEN][ZH] Fix compiler warnings for uninitialized variables in copy constructors (#640)		GeneralsMD	6
38e172878	2025-04-09	other		[GEN][ZH] Fix compiler warnings for implicit integer conversion (#639)		GeneralsMD	4
e9ea9a704	2025-04-09	other		[CMAKE] Setup Core folder with shared code (#617)		Core;GeneralsMD	20
154ce6689	2025-04-09	other		[GEN][ZH] Fix list element erasure with iterator on unrelated container in ResourceGatheringManager::findBestSupplyCenter, MilesAudioManager::killLowestPrioritySoundImmediately (#631)		GeneralsMD	6
183d679ec	2025-04-09	other		[GEN][ZH] Fix invalidated iterator access in ScriptEngine::evaluateAndProgressAllSequentialScripts (#629)		GeneralsMD	2
5d5a3cb89	2025-04-09	other		[ZH] Remove superfluous CriticalSectionClass (#634)		GeneralsMD	2
faff25544	2025-04-08	other		[GEN][ZH] Fix stlport iterator use to conform with STL (#630)	ZH-15;ZH-19	GeneralsMD	14
8c9756c03	2025-04-08	other		[CMAKE] Rename options and targets reused by games (#628)		GeneralsMD	51
68b43e59b	2025-04-08	other		[CMAKE] Remove unused LaunchWeb file from WWLib (#626)		GeneralsMD	6
6be1383e8	2025-04-08	other		[LINUX] Pass va_list by value (#625)		GeneralsMD	12
6838b2ea9	2025-04-07	other		[LINUX] Fix profile configuration warning (#620)		GeneralsMD	1
010fb1660	2025-04-07	other		[LINUX][ZH] Fix CRCDiff tool compilation (#620)		GeneralsMD	3
b89216f0e	2025-04-07	other		[LINUX][ZH] Fix compress tool compilation (#620)		GeneralsMD	4
d0198080b	2025-04-07	other		[LINUX] Add required compat headers for Linux (#620)		GeneralsMD	45
7c8b473d4	2025-04-08	other		[CMake] Remove unnecessary {g,z}i_libraries_source (#624)		GeneralsMD	12
545f67b91	2025-04-07	other		[GEN][ZH] Fix several new/delete mismatches (#606)	ZH-03;ZH-18	GeneralsMD	14
ce0d1d207	2025-04-07	other		[CMake] Add cmake option for enabling address sanitizer (#604)			2
6656e8403	2025-04-07	other		[ZH] Add FXShader chunks from BFME (#599)		GeneralsMD	3
611d31b26	2025-04-07	other		[CMake] Fix configuration on Linux (#619)		GeneralsMD	2
3fbff5f91	2025-04-05	other		[ZH] Fix legacy function calls to miles in WWAudio (#600)		GeneralsMD	2
6c3174f70	2025-04-04	other		[ZH] Fix VS2022 compiler errors for w3dview (#600)		GeneralsMD	14
c4714da84	2025-04-04	other		[ZH] Fix VS6 compiler errors for w3dview (#600)		GeneralsMD	11
00a56025f	2025-04-04	other		[ZH] Add CMake setup to w3dview (#600)		GeneralsMD	5
1de64741e	2025-04-01	other		[ZH] Add original w3dview files from Renegade (#600)		GeneralsMD	236
61ce4583e	2025-04-05	other		[GEN][ZH] Add optional game memory null replacement (#562)		GeneralsMD	11
7240c9a5e	2025-04-05	other		[CMake] Add doxygen targets for documentation (#593)		GeneralsMD	2
4dd3b9869	2025-04-05	other		[GEN][ZH] Readd WWVegas/WWLib/rcfile.cpp for w3dview (#598)		GeneralsMD	6
4e048965f	2025-04-04	other		[GEN][ZH] Remove library placeholder folders (#592)		GeneralsMD	28
9fc0daaef	2025-04-04	other		[Git] Expand gitignore to include CLion / JetBrains IDEs (#588)			1
c4dbddc7a	2025-04-05	other		[ZH] Add cmake setup for WWAudio and make it compile with VS2022 (#584)		GeneralsMD	7
9b6fbbb6c	2025-04-04	other		[GEN][ZH] Remove legacy VC6 project files (#591)		GeneralsMD	105
591bf2020	2025-04-04	other		[GitHub] Cancel in-progress jobs only for pull requests (#587)			1
91b616a73	2025-04-03	other		[ZH] Fix Replay CRC Checking (#545)		GeneralsMD	1
d8ed6415f	2025-04-03	other		[ZH] Fix BitTest macro name in Win32DIMouse.cpp (#569)		GeneralsMD	1
cabd62f09	2025-04-03	other		[ZH] Port mod cursor support from Generals (#579)		GeneralsMD	1
70d60656a	2025-04-03	other		[GitHub] Update bug report template (#585)			2
931d1051c	2025-04-03	other		[GEN][ZH] Partially clean up WWLib (#581)		GeneralsMD	248
2e8d96cf3	2025-04-03	other		[GEN][ZH] Remove WPAudio (#582)		GeneralsMD	42
a431b5088	2025-04-03	other		[ZH] Port DEBUG_LOG_LEVEL from Generals (#561)		GeneralsMD	7
8a12533f0	2025-03-31	other		[ZH] Add CMake and VS2022 fixes to wdump (#556)		GeneralsMD	5
b8f78e8df	2025-03-31	other		[ZH] Add original wdump files from Renegade (#556)		GeneralsMD	29
28d641edb	2025-04-02	other		[GEN][ZH] Remove superfluous tokens after endif (#573)		GeneralsMD	33
0a92becea	2025-04-02	other		[GEN][ZH] Fix heap-use-after-free in TeamInQueue::~TeamInQueue (#469)		GeneralsMD	6
1375ea79d	2025-04-02	other		[ZH] Fix global-buffer-overflow in Init_D3D_To_WW3_Conversion (#466)		GeneralsMD	1
22a8913d9	2025-04-02	other		[GEN][ZH] Fix stack-buffer-overflow in HotKeyTranslator::translateGameMessage (#465)		GeneralsMD	2
580ac3e9c	2025-04-02	other		[GEN][ZH] Fix heap-use-after-free in Player::init (#468)		GeneralsMD	2
6e538cfcd	2025-04-02	other		[GEN][ZH] Fix stack-buffer-underflow in Win32BIGFileSystem::openArchiveFile (#467)		GeneralsMD	2
0d39854af	2025-03-20	other		[GEN][ZH] Fix heap-buffer-overflow, new/delete mismatch in FontCharsClass::~FontCharsClass (#463)		GeneralsMD	2
c27f3dcdf	2025-03-20	other		[GEN][ZH] Fix heap-buffer-overflow in getListboxBottomEntry (#462)		GeneralsMD	2
d4dedf904	2025-03-20	other		[GEN][ZH] Fix invalid memory access in AudioManager::addAudioEvent (#464)		GeneralsMD	8
d27dce7cf	2025-04-01	other		[ZH] Replace inline assembler for non VS6 builds (#479)		GeneralsMD	21
e1626c63b	2025-03-29	other		[GEN][ZH] Add cmake configurability for MemoryPool features and debugs, disable slow stack trace (#542)		GeneralsMD	5
202b4a601	2025-03-29	other		Move cmake config setup into config.cmake (#542)			2
7f4c70390	2025-03-29	other		[GEN][ZH] Fix uninitialized memory access in Get_OS_Info (#438)		GeneralsMD	2
1370428a2	2025-03-29	other		[GEN][ZH] Fix incorrect AsciiString hash implementation for non-stlport (#450)		GeneralsMD	2
fa996ebbd	2025-03-28	other		[GitHub] Add CI for VS2022 (#531)		GeneralsMD	5
f0cd433b7	2025-03-28	other		[ZH] Fix stringstream for Zero Hour Tools build (#532)		GeneralsMD	5
dc1c88a12	2025-03-27	other		[ZH] Upgrade Zero Hour Tools to c++20 (#509)		GeneralsMD	17
e6dbd2adf	2025-03-25	other		[ZH] Fix misc and header include errors for Zero Hour Tools build (#509)		GeneralsMD	6
6bc276070	2025-03-25	other		[ZH] Fix fstream include errors for Zero Hour Tools build (#509)		GeneralsMD	4
16eb0f141	2025-03-25	other		[ZH] Fix iostream errors for Zero Hour Tools build (#509)		GeneralsMD	23
18f022fae	2025-03-25	other		[ZH] Fix hash_map errors for Zero Hour Tools build (#509)		GeneralsMD	7
aa94c0489	2025-03-25	other		[ZH] Fix c++20 keyword conflicts for Zero Hour Tools build (#509)		GeneralsMD	3
772c5fcde	2025-03-25	other		[ZH] Fix incompatible function calls of std::vector, std::string, CString for Zero Hour Tools build (#509)		GeneralsMD	9
caf893981	2025-03-25	other		[ZH] Fix type mismatch errors for Zero Hour Tools build (#509)		GeneralsMD	4
cd25db50c	2025-03-25	other		[GEN][ZH] Disable maxsdk and max2w3d tool in non-vs6 build (#509)			1
e393a4996	2025-03-25	other		[ZH] Fix type declaration scope issues for Zero Hour Tools build (#509)		GeneralsMD	13
f507b6481	2025-03-25	other		[ZH] Prevent including d3d9types.h via afxwin.h for Zero Hour Tools build (#509)		GeneralsMD	4
06c5bd9e9	2025-03-25	other		[ZH] Fix dependent name errors for Zero Hour Tools (#509)		GeneralsMD	9
8899f3828	2025-03-24	other		[ZH] Fix constness errors for Zero Hour Tools build (#509)		GeneralsMD	89
3c7682ff1	2025-03-28	other		Add natvis for AsciiString, UnicodeString, _STL::_List_base, _STL::_Vector_base (#451)			6
b209e4d51	2025-03-27	other		[ZH] Fix compilation errors in profile library (#519)		GeneralsMD	3
45b45cb61	2025-03-26	other		[CMake] Split tools into useful and extra. (#498)		GeneralsMD	6
fac533291	2025-03-25	other		[CMake] Remove unused code from lzhl library build. (#498)			1
cc43bc3ec	2025-03-25	other		[CMake] Refactor CMake build config options. (#498)			3
8caba676e	2025-03-25	other		[CMake] Move compiler configuration to its own cmake file. (#498)			2
6225457a8	2025-03-25	other		[GEN][ZH] Remove "pragma comment" implict linker instructions. (#498)		GeneralsMD	22
f15498ba3	2025-03-25	other		[CMake] Fix deprecation warning in benchmark stub. (#498)			1
b3a4d5198	2025-03-25	other		[CMake] Stop features being printed out 3 times. (#498)		GeneralsMD	2
db13e8b98	2025-03-25	other		[GEN][ZH] Fix file name case in includes (#347)	ZH-02;ZH-03;ZH-07;ZH-08;ZH-11;ZH-14;ZH-15;ZH-17;ZH-18;ZH-19;ZH-20;ZH-24;ZH-25	GeneralsMD	1572
9f1643def	2025-03-16	other		[ZH] Upgrade to c++20 (#426)			1
bbf0939d7	2025-03-16	other		[ZH] Fix dependent name errors for Zero Hour build (#426)	ZH-08;ZH-15;ZH-19	GeneralsMD	33
be1006515	2025-03-15	other		[ZH] Upgrade to c++17 (#426)		GeneralsMD	7
05d39041d	2025-03-15	other		[ZH] Fix header include errors/mistakes for Zero Hour build (#426)		GeneralsMD	12
d00138036	2025-03-15	other		[ZH] Fix misc compile errors for Zero Hour build (#426)	ZH-08;ZH-15;ZH-19	GeneralsMD	23
b5f6d658d	2025-03-15	other		[ZH] Fix iterator errors for Zero Hour build (#426)		GeneralsMD	5
